id_publication;date_pub;article_title;categorie;nbr_authors
reference/crc/Kaplan07;2017-07-12;A Matter of Trust.;incollection;1
reference/crc/Regehr07;2017-07-12;Safe and Structured Use of Interrupts in Real-Time and Embedded Software.;incollection;1
reference/crc/Burkowski05;2017-07-12;Optimization via Gene Expression Algorithms.;incollection;1
reference/crc/BeinekeMSMWSDBG99;2017-07-12;Graph Theory.;incollection;9
reference/crc/2007aam;2017-05-16;Handbook of Approximation Algorithms and Metaheuristics.;book;0
reference/crc/Brodal04;2017-07-12;Finger Search Trees.;incollection;1
reference/crc/AnastasiCP05;2017-07-12;Power Management in Mobile and Pervasive Computing Systems.;incollection;3
reference/crc/PapaM07;2017-07-12;Hypergraph Partitioning and Clustering.;incollection;2
reference/crc/Bourgeois07;2017-07-12;Reconfigurable Computing with Optical Buses.;incollection;1
reference/crc/KeeneyCH06;2017-07-12;Techniques for Dynamic Adaptation of Mobile Services.;incollection;3
reference/crc/Skoudis07a;2017-07-12;A New Breed of Hacker Tools and Defenses.;incollection;1
reference/crc/EvansGKMV12;2017-07-12;Evaluating Performance, Power and Cooling in High-Performance Computing (HPC) Data Centers.;incollection;5
reference/crc/PucciPB07;2017-07-12;Decomposable BSP.;incollection;3
reference/crc/DuquesneL05a;2017-09-25;Pairing-Based Cryptography.;incollection;2
reference/crc/KalubandiYKL04;2020-10-05;Medium Access Control Mechanisms in Mobile Ad Hoc Networks.;incollection;4
reference/crc/Kessler14;2017-07-12;Virtual Environment Models.;incollection;1
reference/crc/SimpsonCGW14;2017-07-12;Technological Considerations in the Design of Multisensory Virtual Environments: How Real Does It Need to Be?;incollection;4
reference/crc/ChenS07;2017-07-12;Sensor Network Component-Based Simulator.;incollection;2
reference/crc/Yolum04;2017-07-12;Systemic Matters.;incollection;1
reference/crc/ShiS12;2017-07-12;Thermal and Power-Aware Task Scheduling and Data Placement for Storage Centric Datacenters.;incollection;2
reference/crc/BattitiG07;2017-07-12;Digital Reputation for Virtual Communities.;incollection;2
reference/crc/MajarantaBD09;2017-07-12;Eye Tracking.;incollection;3
reference/crc/McGhie07c;2017-07-12;Secure Web Services.;incollection;1
reference/crc/Kouroupetroglou09;2017-07-12;Universal Access in Public Terminals.;incollection;1
reference/crc/MaulikBD05;2019-09-10;Medical Imaging and Diagnosis Using Genetic Algorithms.;incollection;3
reference/crc/Matthews07;2017-07-12;Physical Security.;incollection;1
reference/crc/Tiller07b;2017-07-12;IPSec Virtual Private Networks.;incollection;1
reference/crc/KrishnamurtiG07;2017-07-12;LP Rounding and Extensions.;incollection;2
reference/crc/Tan04;2017-07-12;Energy Efficient Selective Cache Invalidation.;incollection;1
reference/crc/Wilhelm05;2017-07-12;Determining Bounds on Execution Times.;incollection;1
reference/crc/AnderssonFL04;2017-07-12;Balanced Binary Search Trees.;incollection;3
reference/crc/Gabbard14;2017-07-12;Usability Engineering of Virtual Environments.;incollection;1
reference/crc/Moore05;2017-07-12;Setting Parameter Values for Parallel Genetic Algorithms.;incollection;1
reference/crc/MandoiuKZ07;2019-09-25;Practical Approximations of Steiner Trees in Uniform Orientation Metrics.;incollection;3
reference/crc/Patrignani13;2017-07-12;Planarity Testing and Embedding.;incollection;1
reference/crc/KortsarzN07;2017-07-12;Approximating Minimum-Cost Connectivity Problems.;incollection;2
reference/crc/AntonaNAS09;2017-07-12;User Requirements Elicitation for Universal Access.;incollection;4
reference/crc/ArroyoLGBDF04;2018-08-01;Semantic Aspects of Web Services.;incollection;6
reference/crc/Stary09;2017-07-12;Model-Based Tools.;incollection;1
reference/crc/McMullinR04;2017-07-12;Computer Graphics.;incollection;2
reference/crc/PandeGDC12;2017-07-12;Energy-Efficient Network-on-Chip Architectures for Multi-Core Systems.;incollection;4
reference/crc/ZhengG07;2017-07-12;Minimum-Edge Length Rectangular Partitions.;incollection;2
reference/crc/Young07;2017-07-12;New Trends in Information Risk Management.;incollection;1
reference/crc/Decker07;2017-07-12;Common Models for.;incollection;1
reference/crc/KinzelJ09;2017-07-12;Sensory Impairments.;incollection;2
reference/crc/LawsonR14;2017-07-12;Perception of Body Motion.;incollection;2
reference/crc/DoulgerakiPMS09;2017-07-12;Methods and Tools for the Development of Unified Web-Based User Interfaces.;incollection;4
reference/crc/TalbiMMW05;2017-07-12;Parallel Hybrid Multiobjective Metaheuristics on P2P Systems.;incollection;4
reference/crc/BladePBL14a;2017-07-12;Virtual Environments: History and Profession.;incollection;4
reference/crc/WuD05;2020-03-12;Mobility Control and Its Applications in Mobile Ad Hoc Networks.;incollection;2
reference/crc/MadduriFCB07;2017-07-12;Design of Multithreaded Algorithms for Combinatorial Problems.;incollection;4
reference/crc/JonesDOLWP14;2017-07-12;Olfactory Interfaces.;incollection;6
reference/crc/PontelliKG09;2020-10-26;Mathematics and Accessibility.;incollection;3
reference/crc/BestavrosO07;2019-06-02;Programming and Virtualization of Distributed Multitasking Sensor Networks.;incollection;2
reference/crc/HrkicL08;2017-07-12;Generalized Buffer Insertion.;incollection;2
reference/crc/VernadatB07;2017-07-12;State Space Abstractions for Time Petri Nets.;incollection;2
reference/crc/Moshnyaga12;2017-07-12;Understanding and Exploiting User Behavior for Energy Saving.;incollection;1
reference/crc/Jozefowska04;2017-07-12;Scheduling with Resource Constraints.;incollection;1
reference/crc/ZhuX14;2018-01-09;Discriminative Training of Mixed Membership Models.;incollection;2
reference/crc/DuanT12;2017-07-12;Model Checking.;incollection;2
reference/crc/Stephanidis09;2017-07-12;Universal Access and Design for All in the Evolving Information Society.;incollection;1
reference/crc/McCoy07;2017-07-12;Perimeter Security.;incollection;1
reference/crc/NeesW09;2018-11-14;Auditory Interfaces and Sonification.;incollection;2
reference/crc/PatelMG05;2017-07-12;Issues and Solutions in Wireless Sensor Networks.;incollection;3
reference/crc/Williams04;2020-09-07;Software Engineering for Internet Applications.;incollection;1
reference/crc/KovacichJL07;2017-07-12;It's All About Power.;incollection;3
reference/crc/Stasko04;2017-07-12;Data Structure Visualization.;incollection;1
reference/crc/Chun07a;2017-07-12;The Five W's and Designing a Secure, Identity-Based, Self-Defending Network (5W Network).;incollection;1
reference/crc/FrantzDaleSS07;2017-07-12;Toward a Multimodel Hierarchy to Support Multiscale Simulation.;incollection;3
reference/crc/NedjahM12;2017-07-12;Optimal Adaptive Pattern-Matching Using Finite State Automata.;incollection;2
reference/crc/SubrataZ05;2017-07-12;Location Management Algorithms Based on Biologically Inspired Techniques.;incollection;2
reference/crc/YuP05;2018-08-31;Cross-Layer Optimization for Energy-Efficient Information Processing and Routing.;incollection;2
reference/crc/Lecci14;2017-07-12;Analysis of Development of Dementia through the Extended TGoM Model.;incollection;1
reference/crc/Steinke07;2017-07-12;Physical Security.;incollection;1
reference/crc/LatoucheBA14;2017-07-12;Overlapping Clustering Methods for Networks.;incollection;3
reference/crc/Wellman04;2017-07-12;Online Marketplaces.;incollection;1
reference/crc/CugolaMP06;2017-07-12;Content-Based Publish-Subscribe in a Mobile Environment.;incollection;3
reference/crc/TaheriZ05;2017-07-12;An Overview of Neural Networks Models.;incollection;2
reference/crc/Polys14;2017-07-12;Information Visualization in Virtual Environments: Trade-Offs and Guidelines.;incollection;1
reference/crc/McGhie07d;2017-07-12;Health Insurance Portability and Accountability Act Security Rule.;incollection;1
reference/crc/Gross14;2017-07-12;Technology Management and User Acceptance of Virtual Environment Technology.;incollection;1
reference/crc/SavidisS09;2017-07-12;Unified Design for User Interface Adaptation.;incollection;2
reference/crc/Szydlo10;2017-07-12;Portfolio Trading.;incollection;1
reference/crc/ChildersMZM07;2017-07-24;Power Aware Mapping of Real-Time Tasks to Multiprocessors.;incollection;4
reference/crc/Galton07;2017-07-12;Temporal Logic.;incollection;1
reference/crc/ZhangCHC07;2019-10-24;Approximation Algorithms for the Selection of Robust Tag SNPs.;incollection;4
reference/crc/Vairaktarakis04;2017-07-12;Flexible Hybrid Flowshops.;incollection;1
reference/crc/MottLB04;2017-07-12;Conversational Agents.;incollection;3
reference/crc/Page07;2017-07-12;Theory and Practice for Simulation Interconnection.;incollection;1
reference/crc/WuT05;2017-07-12;Bluetooth Voice Access Networks.;incollection;2
reference/crc/Zhou10;2017-11-06;Non-Repudiation.;incollection;1
reference/crc/Woelk04;2017-07-12;E-Learning Technology for Improving Business Performance and Lifelong Learning.;incollection;1
reference/crc/Akin07;2017-07-12;Cyber-Crime.;incollection;1
reference/crc/McClintock07;2017-07-12;XML and Information Security.;incollection;1
reference/crc/HardingRG07;2017-07-12;Cookies and Web Bugs.;incollection;3
reference/crc/WangW08;2017-07-12;Slicing Floorplans.;incollection;2
reference/crc/Even07;2017-07-12;Recursive Greedy Methods.;incollection;1
reference/crc/AndreR09;2017-07-12;Interface Agents.;incollection;2
reference/crc/BarmpoutisDO14;2017-07-12;Applications of Virtual Environments in Experiential, STEM, and Health Science Education.;incollection;3
reference/crc/EastonNT04;2017-07-12;Sports Scheduling.;incollection;3
reference/crc/Vangelos07;2017-07-12;Managing the Response to a Computer Security Incident.;incollection;1
reference/crc/ParkerPPJF06;2020-04-03;Trust in Pervasive Computing.;incollection;5
reference/crc/X12;2017-07-12;Petri Nets.;incollection;0
reference/crc/Kim07;2017-07-12;DEVS Formalism for Modeling of Discrete-Event Systems.;incollection;1
reference/crc/Lambert07;2017-07-12;Elliptic Curve Cryptography.;incollection;1
reference/crc/Raman04;2017-11-06;Data Structures for Sets.;incollection;1
reference/crc/HsuM04;2017-07-12;PQ Trees, PC Trees, and Planar Graphs.;incollection;2
reference/crc/FininCPJK04;2020-04-03;Security, Trust, and Privacy in Mobile Computing Environments.;incollection;5
reference/crc/2012fsbma;2017-05-16;Handbook of Finite State Based Models and Applications.;book;0
reference/crc/AcquavivaB04;2017-07-12;Adaptive Algorithmic Power Optimization for Multimedia Workload in Mobile Environments.;incollection;2
reference/crc/ChoMP08;2017-07-12;Manufacturability-Aware Routing.;incollection;3
reference/crc/ShelarS08;2017-07-12;Estimation of Routing Congestion.;incollection;2
reference/crc/GuptaBM05;2017-07-12;Verification Languages.;incollection;3
reference/crc/BertossiPR07;2017-07-12;Scheduling Data Broadcasts on Wireless Channels.;incollection;3
reference/crc/RahmanAOZ012;2017-07-12;Evolution of Energy Awareness Using an Open Carbon Footprint Calculation Platform.;incollection;5
reference/crc/Appleyard07;2017-07-12;Information Classification.;incollection;1
reference/crc/GuptaVHPM12;2017-07-12;BlueTool.;incollection;5
reference/crc/Davis07a;2017-07-12;Overview of an IT Corporate Security Organization.;incollection;1
reference/crc/Vanderheiden09a;2017-07-12;Standards and Guidelines.;incollection;1
reference/crc/AshokJ09;2017-07-12;Dimensions of User Diversity.;incollection;2
reference/crc/EltoweissyJOWWL05;2017-07-12;Biomimetic Models for Wireless Sensor Networks.;incollection;6
reference/crc/Pidd07;2017-07-12;Dynamic Modeling in Management Science.;incollection;1
reference/crc/Kuchta07;2017-07-12;What Happened?;incollection;1
reference/crc/ColbournD99;2017-07-12;Combinatorial Designs.;incollection;2
reference/crc/McCulley07;2017-07-12;Security as a Value Enhancer in Application Systems Development.;incollection;1
reference/crc/Rogers07;2017-07-12;Social Engineering.;incollection;1
reference/crc/hawathe04;2017-07-12;Semistructured Data in Relational Databases.;incollection;1
reference/crc/WangQM12;2020-05-18;Energy-Aware Scheduling and Dynamic Reconfiguration in Real-Time Systems.;incollection;3
reference/crc/KhanA07;2017-07-12;Game Theoretical Solutions for Data Replication in Distributed Computing Systems.;incollection;2
reference/crc/Perumalla07;2018-11-30;Model Execution.;incollection;1
reference/crc/NasipuriD05;2017-07-12;Multichannel MAC Protocols for Mobile Ad Hoc Networks.;incollection;2
reference/crc/2014vr;2017-05-16;Handbook of Virtual Environments - Design, Implementation, and Applications, Second Edition.;book;0
reference/crc/SubrataZ04;2017-07-12;Location Management Techniques for Mobile Computing Environments.;incollection;2
reference/crc/FactorSS07;2017-07-12;A Transparent Distributed Runtime for Java.;incollection;3
reference/crc/Jackson07c;2017-07-12;The Business Impact Assessment Process and the Importance of Using Business Process Mapping.;incollection;1
reference/crc/KimL04;2017-07-12;Scheduling in Bluetooth Networks.;incollection;2
reference/crc/KrishnamurtiK07;2017-07-12;Probabilistic Greedy Heuristics for Satisfiability Problems.;incollection;2
reference/crc/ByramjeeCF05;2017-07-12;Practical Attacks on Smart Cards.;incollection;3
reference/crc/DuquesneF05a;2017-07-12;Implementation of Pairings.;incollection;2
reference/crc/Palis07;2017-07-12;Real-Time Scheduling Algorithms for Multiprocessor Systems.;incollection;1
reference/crc/HuntW05;2017-07-12;Security Architectures in Wireless LANs.;incollection;2
reference/crc/2008apda;2020-10-26;Handbook of Algorithms for Physical Design Automation.;book;0
reference/crc/Schiller07a;2017-07-12;Counter-Economic Espionage.;incollection;1
reference/crc/Fried07;2017-07-12;Establishing an E-Mail Retention Policy.;incollection;1
reference/crc/AvanziT05a;2017-07-12;Index Calculus for Hyperelliptic Curves.;incollection;2
reference/crc/PrasannaS07;2017-07-12;A Hierarchical Performance Model for Reconfigurable Computers.;incollection;2
reference/crc/BrazileS04;2017-07-12;Adapting the GATES Architecture to Scheduling Faculty.;incollection;2
reference/crc/Buttazzo05;2017-07-12;Real-Time Operating Systems.;incollection;1
reference/crc/Fisher07;2017-07-12;Operations Security and Controls.;incollection;1
reference/crc/GillS05;2017-07-12;Middleware Design and Implementation for Networked Embedded Systems.;incollection;2
reference/crc/Wylder07;2017-07-12;Toward Enforcing Security Policy.;incollection;1
reference/crc/Imrey07;2017-07-12;ISPs and Accountability.;incollection;1
reference/crc/Shin07;2017-07-12;Embedding Mobility in Multimedia Systems and Applications.;incollection;1
reference/crc/NebroLLAC05;2017-07-12;Advanced Evolutionary Algorithms for Training Neural Networks.;incollection;5
reference/crc/2007ismh;2017-05-16;Information security management handbook, Sixth Edition.;book;0
reference/crc/NguyenW05;2017-07-12;Fast Arithmetic in Hardware.;incollection;2
reference/crc/GitzenisB04;2017-07-12;Transmitter Power Control in Wireless Computing.;incollection;2
reference/crc/Fussell07;2017-07-12;Network Security Utilizing an Adaptable Protocol Framework.;incollection;1
reference/crc/Mobasher04;2017-07-12;Web Usage Mining and Personalization.;incollection;1
reference/crc/McGhie07b;2017-07-12;Identity Management.;incollection;1
reference/crc/DengA05;2017-07-12;Security in Wireless Ad Hoc Networks.;incollection;2
reference/crc/Marchetti-SpaccamelaBLA07;2017-07-12;Prize-Collecting Traveling Salesman and Related Problems.;incollection;4
reference/crc/BononiD05;2017-07-12;Collision Avoidance, Contention Control, and Power Saving in IEEE 802.11 Wireless LANs.;incollection;2
reference/crc/ZomayaC05;2017-07-12;Genetic Algorithms for Scheduling in Grid Computing Environments.;incollection;2
reference/crc/KuoHLP07;2017-07-12;QoS Support and an Analytic Study for USB 1.x/2.0 Devices.;incollection;4
reference/crc/Touch04;2017-07-12;Overlay Networks.;incollection;1
reference/crc/HidaDLKGBTLLMVLRDKPB07;2017-07-28;Prospectus for a Dense Linear Algebra Software Library.;incollection;1,7
reference/crc/Mehta04b;2020-10-26;Layout Data Structures.;incollection;1
reference/crc/KanetAG04;2017-07-12;Constraint Programming for Scheduling.;incollection;3
reference/crc/LindgrenMH14;2017-07-12;Virtual Environments as a Tool for Conceptual Learning.;incollection;3
reference/crc/Gove07;2017-07-12;Fundamentals of Cryptography and Encryption.;incollection;1
reference/crc/Hootman07;2017-07-12;A Guide to Evaluating Tokens.;incollection;1
reference/crc/Sethuraman04;2017-07-12;Convex Quadratic Relaxations in Scheduling.;incollection;1
reference/crc/Corby07a;2017-07-12;The Case for Privacy.;incollection;1
reference/crc/BhattacharjeeBWG12;2017-07-12;Reducing Delays Associated with Disk Energy Management.;incollection;4
reference/crc/MaciejewskiAS07;2017-07-12;Perspectives on Robust Resource Allocation for Heterogeneous Parallel and Distributed Systems.;incollection;3
reference/crc/HoosS07a;2017-07-12;Stochastic Local Search.;incollection;2
reference/crc/YellenPRATBS99;2017-07-12;Counting Methods.;incollection;7
reference/crc/KumarTS04;2019-10-04;Data Mining.;incollection;3
reference/crc/Edmead07;2017-07-12;Steganography.;incollection;1
reference/crc/MirabellaLDBKGML07;2017-07-12;Stochastic Analysis of Priority-Driven Periodic Real-Time Systems.;incollection;8
reference/crc/Rothke07b;2017-07-12;A Look at the Advanced Encryption Standard (AES).;incollection;1
reference/crc/Prevost07;2017-07-12;Digital Signatures in Relational Database Applications.;incollection;1
reference/crc/Okasaki04;2017-07-12;Functional Data Structures.;incollection;1
reference/crc/Ho04;2017-07-12;Dual Criteria Optimization Problems for Imprecise Computation Tasks.;incollection;1
reference/crc/Sahni04;2017-07-12;Analysis of Algorithms.;incollection;1
reference/crc/Andress07;2017-07-12;Web Application Security.;incollection;1
reference/crc/Krehnke07b;2017-07-12;Configuration Management.;incollection;1
reference/crc/KenningsV08;2017-07-12;Force-Directed and Other Continuous Placement Methods.;incollection;2
reference/crc/KennedyKKWB14;2017-07-12;Virtual Environments and Product Liability.;incollection;5
reference/crc/EroshevaJ14;2017-07-12;Estimating Diagnostic Error without a Gold Standard.;incollection;2
reference/crc/Doche05;2017-07-12;Exponentiation.;incollection;1
reference/crc/RamachandranJ05;2017-07-12;Power Aware Embedded Computing.;incollection;2
reference/crc/McMahanKB14;2018-11-30;Principles for Designing Effective 3D Interaction Techniques.;incollection;3
reference/crc/Chrobak12;2017-07-12;Algorithmic Aspects of Energy-Efficient Computing.;incollection;1
reference/crc/Olariu07;2017-07-12;Transitional Issues.;incollection;1
reference/crc/Cassandras07;2017-07-12;Queueing System Models.;incollection;1
reference/crc/CostaHHP12;2017-07-12;Modeling the Energy Consumption of Distributed Applications.;incollection;4
reference/crc/TangCW07;2017-07-12;Optimum Communication Spanning Trees.;incollection;3
reference/crc/Chakrabarty05;2017-07-12;Modular Testing and Built-In Self-Test of Embedded Cores in System-on-Chip Integrated Circuits.;incollection;1
reference/crc/BarrosCG05;2020-06-15;Modeling Formalisms for Embedded System Design.;incollection;3
reference/crc/MisicM05;2017-07-12;Intra-Piconet Polling Algorithms in Bluetooth.;incollection;2
reference/crc/LercierLV05;2017-07-12;Point Counting on Elliptic and Hyperelliptic Curves.;incollection;3
reference/crc/Krehnke07a;2017-07-12;IT Governance Institute (ITGI) Overview.;incollection;1
reference/crc/Albrecht08;2017-07-12;Optimization Techniquesin Routing.;incollection;1
reference/crc/GhiniPR06;2017-07-12;Middleware for Mobile Entertainment Computing.;incollection;3
reference/crc/KurkowskiP12;2017-07-12;Applying Timed Automata to Model Checking of Security Protocols.;incollection;2
reference/crc/ZhangYS07;2017-07-12;On Analyzing Semidefinite Programming Relaxations of Complex Quadratic Optimization Problems.;incollection;3
reference/crc/ChoudharyCB12;2017-07-12;Clustering for Multi-Perspective Video Analytics.;incollection;3
reference/crc/BekiarisPGMR09;2017-07-12;Intelligent Mobility and Transportation for All.;incollection;5
reference/crc/KanterJJKLLM06;2017-07-12;Context Middleware for Adaptive Mobile Services.;incollection;7
reference/crc/SunWZWC12;2017-07-12;Energy-Aware Mobile Multimedia Computing.;incollection;5
reference/crc/DunhamS04;2017-07-12;Location-Dependent Query Processing in Mobile Computing.;incollection;2
reference/crc/Hu0H08;2017-07-12;Buffer Insertion Basics.;incollection;3
reference/crc/Fried07a;2017-07-12;When Trust Goes Beyond the Border.;incollection;1
reference/crc/Hofmeyr07;2017-07-12;Why Today.;incollection;1
reference/crc/GoinsP07;2017-07-12;Network Security Overview.;incollection;2
reference/crc/FeronePP12;2017-07-12;The Role of Soft Computing in Image Analysis.;incollection;3
reference/crc/BartlettNNK14;2017-07-12;Modeling and Simulation for Cultural Training: Past, Present, and Future Challenges.;incollection;4
reference/crc/AvanziC05;2017-07-12;Compositeness and Primality Testing Factoring.;incollection;2
reference/crc/SavidisS09b;2017-07-12;A Unified Software Architecture for User Interface Adaptation.;incollection;2
reference/crc/ErgunPOA07;2017-07-12;Very Large-Scale Neighborhood Search.;incollection;4
reference/crc/FengYC04;2017-07-12;Floorplan Representation in VLSI.;incollection;3
reference/crc/LimB07a;2017-07-12;System Development Security Methodology.;incollection;2
reference/crc/Houwen07;2017-07-12;Methods of Attacking and Defending Cryptosystems.;incollection;1
reference/crc/Ellison10;2017-07-12;Public Key Infrastructure.;incollection;1
reference/crc/HillC07;2017-07-12;Ecological Modeling and Simulation.;incollection;2
reference/crc/Gonzalez04;2017-07-12;Online Dictionary Structures.;incollection;1
reference/crc/DemetrescuFI04a;2017-07-12;Dynamic Graphs.;incollection;3
reference/crc/GhahramaniMH14;2017-07-12;Partial Membership and Factor Analysis.;incollection;3
reference/crc/Szegedy07;2017-07-12;Hardness of Approximation.;incollection;1
reference/crc/MunroPBC14;2020-06-18;Cognitive Aspects of Virtual Environment Design.;incollection;4
reference/crc/Murray07;2017-07-12;Ownership and Custody of Data.;incollection;1
reference/crc/BampisAP07;2017-07-12;Algorithmic Game Theory and Scheduling.;incollection;3
reference/crc/Jahchan07;2017-07-12;Hacking Methods.;incollection;1
reference/crc/LackeyBROF14;2017-07-12;Evolving Human-Robot Communication through VE-Based Research and Development.;incollection;5
reference/crc/KhullerRY07;2017-07-12;Greedy Methods.;incollection;3
reference/crc/Fussell07a;2017-07-12;Maintaining Network Security.;incollection;1
reference/crc/FigueiredoNL05;2017-07-12;Self-Organization Algorithms for Wireless Networks.;incollection;3
reference/crc/Sage07;2017-07-12;Systems Engineering.;incollection;1
reference/crc/PalGP12;2017-07-12;Video Summarization and Significance of Content.;incollection;3
reference/crc/DuttaSW06;2017-07-12;Supporting Continuous Services to Roaming Clients.;incollection;3
reference/crc/ZhuMO07;2020-01-02;Asymptotic Polynomial-Time Approximation Schemes.;incollection;3
reference/crc/PandaZB08;2017-07-12;Coupling Noise.;incollection;3
reference/crc/Lange05;2017-09-25;Mathematical Countermeasures against Side-Channel Attacks.;incollection;1
reference/crc/Jackson07;2017-07-12;Developing Realistic Continuity Planning Process Metrics.;incollection;1
reference/crc/Leung04a;2017-07-12;A Tutorial on Complexity.;incollection;1
reference/crc/Wolf07;2017-07-12;Hardware/Software Codesign.;incollection;1
reference/crc/Petrie0V09;2018-11-30;Universal Access to Multimedia Documents.;incollection;3
reference/crc/SahniV04;2017-07-12;The Master-Slave Scheduling Model.;incollection;2
reference/crc/SheltamiM05;2017-07-12;Cluster-Based and Power-Aware Routing in Wireless Mobile Ad Hoc Networks.;incollection;2
reference/crc/PothenT04;2017-07-12;Elimination Structures in Scientific Computing.;incollection;2
reference/crc/Narayanaswamy07;2017-07-12;ISPs and Denial-of-Service Attacks.;incollection;1
reference/crc/MandoiuOZ07;2017-07-12;QoS Multimedia Multicast Routing.;incollection;3
reference/crc/VorlanderS14;2017-07-12;Virtual Auditory Displays.;incollection;2
reference/crc/Sunderam04;2017-07-12;Metacomputing and Grid Frameworks.;incollection;1
reference/crc/2004dsa;2020-10-26;Handbook of Data Structures and Applications.;book;0
reference/crc/MorilloFO05;2019-07-09;Solving the Partitioning Problem in Distributed Virtual Environment Systems Using Evolutive Algorithms.;incollection;3
reference/crc/Fairhurst09;2017-07-12;Biometrics and Universal Access.;incollection;1
reference/crc/HoitC07;2017-07-12;Finite Elements.;incollection;2
reference/crc/AtallahFBOB04;2017-07-12;Digital Rights Management.;incollection;5
reference/crc/RobinsZ08;2017-07-12;Minimum Steiner Tree Construction.;incollection;2
reference/crc/BoukercheJNS05;2017-07-12;Biological Inspired Based Intrusion Detection Models for Mobile Telecommunication Systems.;incollection;4
reference/crc/RajasekaranD07;2019-10-24;Randomized Packet Routing, Selection, and Sorting on the POPS Network.;incollection;2
reference/crc/ChertoffS14;2017-07-12;Beyond Presence: How Holistic Experience Drives Training and Education.;incollection;2
reference/crc/QiuL05;2017-07-12;Dynamic Updating DNA Computing Algorithms.;incollection;2
reference/crc/BagrodiaHRP04;2017-07-12;Integrating Mobile Wireless Devices into the Computational Grid.;incollection;4
reference/crc/BieszczadW06;2017-07-12;Code Mobility and Mobile Agents.;incollection;2
reference/crc/Hare07h;2017-07-12;Voice Security.;incollection;1
reference/crc/Safavi-NainiS10;2017-07-12;Digital Rights Management.;incollection;2
reference/crc/LiS05;2017-10-27;Broadcasting and Topology Control in Wireless Ad Hoc Networks.;incollection;2
reference/crc/BurkeCB04;2017-07-12;Novel Metaheuristic Approaches to Nurse Rostering Problems in Belgian Hospitals.;incollection;3
reference/crc/Ikbal07;2017-07-12;An Introduction to Cryptography.;incollection;1
reference/crc/HaleSSS14;2017-07-12;Augmented Cognition for Virtual Environment Evaluation.;incollection;4
reference/crc/Rangan04;2017-07-12;Skew Heaps.;incollection;1
reference/crc/BuchheimCGJM13;2017-07-12;Crossings and Planarization.;incollection;5
reference/crc/KimGS12;2018-05-28;Dynamic Thermal Management for High-Performance Storage Systems.;incollection;3
reference/crc/PeceroDGB12;2017-07-12;Memetic Algorithms for Energy-Aware Computation and Communications Optimization in Computing Clusters.;incollection;4
reference/crc/Kiayias10;2017-07-12;Electronic Voting.;incollection;1
reference/crc/Majstor07b;2017-07-12;Storage Area Networks Security Protocols and Mechanisms.;incollection;1
reference/crc/DowlingGYMB99;2017-07-12;Sequences.;incollection;5
reference/crc/OhrimenkoPP13;2017-07-12;Computer Security.;incollection;3
reference/crc/PaqueteS07;2017-07-12;Stochastic Local Search Algorithms for Multiobjective Combinatorial Optimization.;incollection;2
reference/crc/BoutabaG06;2017-07-12;Impact of Mobility on Resource Management in Wireless Networks.;incollection;2
reference/crc/Leung04b;2017-07-12;Some Basic Scheduling Algorithms.;incollection;1
reference/crc/TillerF07;2017-07-12;Packet Sniffers and Network Monitors.;incollection;2
reference/crc/DriskellSV14;2017-07-12;Team Training in Virtual Environments: A Dual Approach.;incollection;3
reference/crc/JakobssonSS10;2017-07-12;Phishing.;incollection;3
reference/crc/JanssonR09;2017-07-12;Haptic Interaction.;incollection;2
reference/crc/Herold07a;2017-07-12;Training Your Employees to Identify Potential Fraud and How to Encourage Them to Come Forward.;incollection;1
reference/crc/NasserH05;2017-07-12;Radio Resource Management Algorithms in Wireless Cellular Networks.;incollection;2
reference/crc/BaruahG04;2017-07-12;Scheduling Real-Time Tasks.;incollection;2
reference/crc/EppRD99;2017-07-12;Foundations.;incollection;3
reference/crc/LittleBK04;2017-07-12;Modeling Distributed Applications for Mobile Ad Hoc Networks Using Attributed Task Graphs.;incollection;3
reference/crc/FrankJ07;2017-07-12;Approximation Algorithms and Heuristics for Classical Planning.;incollection;2
reference/crc/IssarnyS04;2017-07-12;Energy-Aware Web Caching over Hybrid Networks.;incollection;2
reference/crc/Vernadat04;2017-07-12;Internet-Based Enterprise Architectures.;incollection;1
reference/crc/Krause07;2017-07-12;Bits to Bytes to Boardroom.;incollection;1
reference/crc/Skoudis07d;2017-07-12;The Evolution of the Sploit.;incollection;1
reference/crc/SilcKR05;2017-07-12;Ant Colonies and the Mesh-Partitioning Problem.;incollection;3
reference/crc/Belenkiy10;2017-07-12;E-Cash.;incollection;1
reference/crc/BaconY06;2017-07-12;Openness and Interoperability in Mobile Middleware.;incollection;2
reference/crc/2004sch;2015-06-03;Handbook of Scheduling - Algorithms, Models, and Performance Analysis.;book;0
reference/crc/RoodaBB07;2020-08-03;Process Algebra.;incollection;3
reference/crc/El-SayedBAG05;2017-07-12;Swarm Intelligence.;incollection;4
reference/crc/Bredenberg07;2017-07-12;Spam Wars.;incollection;1
reference/crc/Guha07;2017-07-12;Histograms, Wavelets, Streams, and Approximation.;incollection;1
reference/crc/MehrotraDAT12;2017-07-12;Power-Aware Modeling and Autonomic Management Framework for Distributed Computing Systems.;incollection;4
reference/crc/Shen07;2017-07-12;Finding Most Vital Edges in a Graph.;incollection;1
reference/crc/LuLWQ12;2017-07-12;Adaptive Power Management for Energy Harvesting Embedded Systems.;incollection;4
reference/crc/BlasiusKR13;2017-07-12;Simultaneous Embedding of Planar Graphs.;incollection;3
